MaGiaoDich,Ngay,Thang,KhuVuc,TenSanPham,SoLuong,GiaBan,GiaVon,DoanhThu,LoiNhuan
8979,04/09/2023,9,Miền Nam,Tai nghe,3,510000,250000,1530000,780000
8980,08/11/2023,11,Miền Nam,Bàn phím,4,800000,500000,3200000,1200000
8981,24/07/2023,7,Miền Trung,Laptop Dell,1,14550000,13200000,14550000,1350000
8982,18/02/2023,2,Miền Bắc,Laptop Dell,7,15000000,12000000,105000000,21000000
8983,16/05/2023,5,Miền Bắc,Tai nghe,3,475000,250000,1425000,675000
8984,06/01/2023,1,Miền Nam,Chuột quang,3,192000,100000,576000,276000
8985,15/01/2023,1,Miền Bắc,Bàn phím,9,816000,500000,7344000,2844000
8986,21/04/2023,4,Miền Bắc,Laptop Dell,3,14250000,12000000,42750000,6750000
8987,27/03/2023,3,Miền Nam,Chuột quang,2,196000,100000,392000,192000
8988,22/10/2023,10,Miền Nam,Laptop Dell,3,15450000,12000000,46350000,10350000
8989,09/02/2023,2,Miền Bắc,Chuột quang,7,208000,100000,1456000,756000
8990,11/02/2023,2,Miền Trung,Điện thoại,1,8240000,6600000,8240000,1640000
8991,28/12/2023,12,Miền Trung,Chuột quang,1,190000,110000,190000,80000
8992,02/12/2023,12,Miền Nam,Laptop Dell,1,15150000,12000000,15150000,3150000
8993,28/10/2023,10,Miền Trung,Tai nghe,4,495000,275000,1980000,880000
8994,23/05/2023,5,Miền Trung,Bàn phím,4,808000,550000,3232000,1032000
8995,04/04/2023,4,Miền Bắc,Điện thoại,1,7680000,6000000,7680000,1680000
8996,05/01/2023,1,Miền Bắc,Tai nghe,4,480000,250000,1920000,920000
8997,12/09/2023,9,Miền Nam,Điện thoại,5,7840000,6000000,39200000,9200000
8998,10/09/2023,9,Miền Bắc,Bàn phím,4,784000,500000,3136000,1136000
8999,17/08/2023,8,Miền Trung,Điện thoại,5,8320000,6600000,41600000,8600000
9000,28/05/2023,5,Miền Trung,Laptop Dell,3,14850000,13200000,44550000,4950000
9001,03/04/2023,4,Miền Bắc,Laptop Dell,2,15150000,12000000,30300000,6300000
9002,19/05/2023,5,Miền Bắc,Bàn phím,1,832000,500000,832000,332000
9003,03/02/2023,2,Miền Bắc,Laptop Dell,3,15450000,12000000,46350000,10350000
9004,03/10/2023,10,Miền Trung,Bàn phím,5,832000,550000,4160000,1410000
9005,04/08/2023,8,Miền Trung,Bàn phím,5,816000,550000,4080000,1330000
9006,02/06/2023,6,Miền Trung,Tai nghe,4,475000,275000,1900000,800000
9007,19/09/2023,9,Miền Bắc,Bàn phím,5,824000,500000,4120000,1620000
9008,15/12/2023,12,Miền Nam,Laptop Dell,4,14550000,12000000,58200000,10200000
9009,02/09/2023,9,Miền Trung,Chuột quang,5,192000,110000,960000,410000
9010,13/11/2023,11,Miền Trung,Laptop Dell,5,14550000,13200000,72750000,6750000
9011,02/10/2023,10,Miền Trung,Laptop Dell,2,15150000,13200000,30300000,3900000
9012,26/01/2023,1,Miền Nam,Chuột quang,6,206000,100000,1236000,636000
9013,23/10/2023,10,Miền Bắc,Chuột quang,3,200000,100000,600000,300000
9014,27/05/2023,5,Miền Trung,Tai nghe,4,475000,275000,1900000,800000
9015,27/12/2023,12,Miền Nam,Laptop Dell,3,14400000,12000000,43200000,7200000
9016,17/01/2023,1,Miền Nam,Tai nghe,1,500000,250000,500000,250000
9017,28/06/2023,6,Miền Bắc,Tai nghe,1,500000,250000,500000,250000
9018,22/02/2023,2,Miền Trung,Tai nghe,1,480000,275000,480000,205000
9019,17/11/2023,11,Miền Trung,Bàn phím,9,800000,550000,7200000,2250000
9020,25/11/2023,11,Miền Trung,Điện thoại,6,7760000,6600000,46560000,6960000
9021,06/06/2023,6,Miền Bắc,Chuột quang,4,196000,100000,784000,384000
9022,28/11/2023,11,Miền Bắc,Laptop Dell,5,15000000,12000000,75000000,15000000
9023,06/05/2023,5,Miền Bắc,Bàn phím,5,816000,500000,4080000,1580000
9024,17/12/2023,12,Miền Trung,Tai nghe,1,475000,275000,475000,200000
9025,01/10/2023,10,Miền Nam,Bàn phím,1,784000,500000,784000,284000
9026,10/10/2023,10,Miền Trung,Tai nghe,2,505000,275000,1010000,460000
9027,20/05/2023,5,Miền Nam,Tai nghe,5,510000,250000,2550000,1300000
9028,11/11/2023,11,Miền Nam,Laptop Dell,1,15300000,12000000,15300000,3300000
9029,20/12/2023,12,Miền Trung,Laptop Dell,3,15450000,13200000,46350000,6750000
9030,25/12/2023,12,Miền Trung,Bàn phím,3,760000,550000,2280000,630000
9031,06/12/2023,12,Miền Trung,Laptop Dell,5,14700000,13200000,73500000,7500000
9032,04/09/2023,9,Miền Bắc,Điện thoại,3,7840000,6000000,23520000,5520000
9033,21/08/2023,8,Miền Nam,Tai nghe,5,520000,250000,2600000,1350000
9034,04/11/2023,11,Miền Nam,Laptop Dell,3,15600000,12000000,46800000,10800000
9035,18/04/2023,4,Miền Bắc,Bàn phím,2,808000,500000,1616000,616000
9036,13/09/2023,9,Miền Nam,Laptop Dell,5,15150000,12000000,75750000,15750000
9037,21/12/2023,12,Miền Bắc,Tai nghe,3,475000,250000,1425000,675000
9038,20/07/2023,7,Miền Bắc,Điện thoại,4,8000000,6000000,32000000,8000000
9039,14/10/2023,10,Miền Nam,Điện thoại,1,7760000,6000000,7760000,1760000
9040,07/03/2023,3,Miền Nam,Điện thoại,2,7920000,6000000,15840000,3840000
9041,23/10/2023,10,Miền Nam,Bàn phím,5,792000,500000,3960000,1460000
9042,13/03/2023,3,Miền Bắc,Điện thoại,3,8080000,6000000,24240000,6240000
9043,26/03/2023,3,Miền Trung,Chuột quang,4,204000,110000,816000,376000
9044,26/05/2023,5,Miền Nam,Bàn phím,3,768000,500000,2304000,804000
9045,21/12/2023,12,Miền Trung,Laptop Dell,1,15150000,13200000,15150000,1950000
9046,14/10/2023,10,Miền Nam,Bàn phím,4,784000,500000,3136000,1136000
9047,12/07/2023,7,Miền Bắc,Bàn phím,1,768000,500000,768000,268000
9048,10/06/2023,6,Miền Bắc,Điện thoại,4,8240000,6000000,32960000,8960000
9049,04/11/2023,11,Miền Bắc,Tai nghe,6,505000,250000,3030000,1530000
9050,05/02/2023,2,Miền Bắc,Bàn phím,4,832000,500000,3328000,1328000
9051,03/10/2023,10,Miền Nam,Tai nghe,3,505000,250000,1515000,765000
9052,25/11/2023,11,Miền Nam,Bàn phím,1,824000,500000,824000,324000
9053,13/04/2023,4,Miền Trung,Tai nghe,5,500000,275000,2500000,1125000
9054,14/05/2023,5,Miền Nam,Điện thoại,3,8080000,6000000,24240000,6240000
9055,04/08/2023,8,Miền Nam,Chuột quang,1,204000,100000,204000,104000
9056,20/07/2023,7,Miền Nam,Điện thoại,4,8240000,6000000,32960000,8960000
9057,04/11/2023,11,Miền Nam,Chuột quang,9,206000,100000,1854000,954000
9058,11/02/2023,2,Miền Trung,Điện thoại,7,7920000,6600000,55440000,9240000
9059,03/05/2023,5,Miền Trung,Laptop Dell,1,15450000,13200000,15450000,2250000
9060,19/03/2023,3,Miền Nam,Tai nghe,5,480000,250000,2400000,1150000
9061,11/08/2023,8,Miền Trung,Bàn phím,4,800000,550000,3200000,1000000
9062,10/02/2023,2,Miền Nam,Bàn phím,1,792000,500000,792000,292000
9063,13/12/2023,12,Miền Bắc,Bàn phím,3,816000,500000,2448000,948000
9064,15/05/2023,5,Miền Bắc,Laptop Dell,2,15600000,12000000,31200000,7200000
9065,21/11/2023,11,Miền Bắc,Bàn phím,6,824000,500000,4944000,1944000
9066,01/07/2023,7,Miền Bắc,Bàn phím,4,792000,500000,3168000,1168000
9067,21/05/2023,5,Miền Trung,Tai nghe,1,510000,275000,510000,235000
9068,20/12/2023,12,Miền Nam,Bàn phím,4,832000,500000,3328000,1328000
9069,09/06/2023,6,Miền Nam,Laptop Dell,1,15150000,12000000,15150000,3150000
9070,15/08/2023,8,Miền Nam,Điện thoại,5,7600000,6000000,38000000,8000000
9071,20/01/2023,1,Miền Nam,Chuột quang,5,192000,100000,960000,460000
9072,23/12/2023,12,Miền Bắc,Bàn phím,7,776000,500000,5432000,1932000
9073,17/05/2023,5,Miền Bắc,Bàn phím,4,800000,500000,3200000,1200000
9074,25/07/2023,7,Miền Bắc,Chuột quang,3,208000,100000,624000,324000
9075,21/10/2023,10,Miền Trung,Bàn phím,1,800000,550000,800000,250000
9076,13/07/2023,7,Miền Nam,Bàn phím,3,784000,500000,2352000,852000
9077,16/10/2023,10,Miền Nam,Chuột quang,5,202000,100000,1010000,510000
9078,07/03/2023,3,Miền Nam,Chuột quang,4,190000,100000,760000,360000
9079,22/10/2023,10,Miền Nam,Laptop Dell,1,15150000,12000000,15150000,3150000
9080,20/08/2023,8,Miền Bắc,Tai nghe,2,495000,250000,990000,490000
9081,19/06/2023,6,Miền Nam,Bàn phím,1,760000,500000,760000,260000
9082,08/01/2023,1,Miền Nam,Bàn phím,6,768000,500000,4608000,1608000
9083,13/07/2023,7,Miền Trung,Laptop Dell,2,14850000,13200000,29700000,3300000
9084,25/10/2023,10,Miền Trung,Laptop Dell,2,15300000,13200000,30600000,4200000
9085,18/08/2023,8,Miền Trung,Tai nghe,3,485000,275000,1455000,630000
9086,19/04/2023,4,Miền Bắc,Tai nghe,3,480000,250000,1440000,690000
9087,17/08/2023,8,Miền Trung,Bàn phím,3,832000,550000,2496000,846000
9088,18/05/2023,5,Miền Nam,Điện thoại,2,7920000,6000000,15840000,3840000
9089,27/01/2023,1,Miền Trung,Chuột quang,1,200000,110000,200000,90000
9090,08/11/2023,11,Miền Trung,Điện thoại,6,8000000,6600000,48000000,8400000
9091,28/11/2023,11,Miền Trung,Tai nghe,5,480000,275000,2400000,1025000
9092,18/04/2023,4,Miền Bắc,Chuột quang,2,190000,100000,380000,180000
9093,26/07/2023,7,Miền Bắc,Tai nghe,2,490000,250000,980000,480000
9094,01/12/2023,12,Miền Bắc,Chuột quang,4,198000,100000,792000,392000
9095,08/07/2023,7,Miền Bắc,Laptop Dell,1,14850000,12000000,14850000,2850000
9096,27/06/2023,6,Miền Bắc,Laptop Dell,1,15000000,12000000,15000000,3000000
9097,28/09/2023,9,Miền Trung,Tai nghe,4,515000,275000,2060000,960000
9098,24/10/2023,10,Miền Trung,Chuột quang,1,198000,110000,198000,88000
9099,05/12/2023,12,Miền Trung,Chuột quang,8,208000,110000,1664000,784000
9100,15/02/2023,2,Miền Nam,Tai nghe,3,505000,250000,1515000,765000
9101,05/06/2023,6,Miền Bắc,Chuột quang,1,190000,100000,190000,90000
9102,09/08/2023,8,Miền Nam,Laptop Dell,5,14700000,12000000,73500000,13500000
9103,14/04/2023,4,Miền Trung,Tai nghe,3,510000,275000,1530000,705000
9104,02/12/2023,12,Miền Nam,Laptop Dell,1,15600000,12000000,15600000,3600000
9105,24/01/2023,1,Miền Nam,Tai nghe,5,500000,250000,2500000,1250000
9106,28/03/2023,3,Miền Nam,Laptop Dell,4,14700000,12000000,58800000,10800000
9107,23/04/2023,4,Miền Nam,Điện thoại,1,7760000,6000000,7760000,1760000
9108,18/10/2023,10,Miền Nam,Laptop Dell,5,15000000,12000000,75000000,15000000
9109,26/09/2023,9,Miền Trung,Laptop Dell,3,14850000,13200000,44550000,4950000
9110,06/11/2023,11,Miền Nam,Điện thoại,4,8160000,6000000,32640000,8640000
9111,10/08/2023,8,Miền Bắc,Bàn phím,5,784000,500000,3920000,1420000
9112,23/11/2023,11,Miền Nam,Chuột quang,1,200000,100000,200000,100000
9113,12/05/2023,5,Miền Bắc,Bàn phím,5,824000,500000,4120000,1620000
9114,09/06/2023,6,Miền Trung,Chuột quang,1,200000,110000,200000,90000
9115,15/11/2023,11,Miền Nam,Tai nghe,8,500000,250000,4000000,2000000
9116,06/02/2023,2,Miền Bắc,Chuột quang,1,202000,100000,202000,102000
9117,25/07/2023,7,Miền Nam,Bàn phím,1,832000,500000,832000,332000
9118,08/01/2023,1,Miền Bắc,Chuột quang,1,194000,100000,194000,94000
9119,26/09/2023,9,Miền Nam,Tai nghe,5,520000,250000,2600000,1350000
9120,24/05/2023,5,Miền Bắc,Chuột quang,1,192000,100000,192000,92000
9121,15/04/2023,4,Miền Bắc,Chuột quang,3,200000,100000,600000,300000
9122,23/09/2023,9,Miền Trung,Bàn phím,1,776000,550000,776000,226000
9123,16/09/2023,9,Miền Bắc,Bàn phím,3,768000,500000,2304000,804000
9124,16/08/2023,8,Miền Bắc,Laptop Dell,2,15450000,12000000,30900000,6900000
9125,25/07/2023,7,Miền Bắc,Điện thoại,4,7600000,6000000,30400000,6400000
9126,18/08/2023,8,Miền Nam,Tai nghe,5,505000,250000,2525000,1275000
9127,21/10/2023,10,Miền Trung,Bàn phím,3,824000,550000,2472000,822000
9128,20/04/2023,4,Miền Trung,Tai nghe,1,480000,275000,480000,205000
9129,18/10/2023,10,Miền Nam,Laptop Dell,1,14550000,12000000,14550000,2550000
9130,04/11/2023,11,Miền Nam,Điện thoại,7,7840000,6000000,54880000,12880000
9131,24/10/2023,10,Miền Trung,Chuột quang,1,194000,110000,194000,84000
9132,27/01/2023,1,Miền Nam,Tai nghe,8,475000,250000,3800000,1800000
9133,20/12/2023,12,Miền Nam,Điện thoại,8,8080000,6000000,64640000,16640000
9134,23/08/2023,8,Miền Nam,Tai nghe,2,510000,250000,1020000,520000
9135,07/06/2023,6,Miền Bắc,Tai nghe,2,490000,250000,980000,480000
9136,08/07/2023,7,Miền Bắc,Tai nghe,3,495000,250000,1485000,735000
9137,19/01/2023,1,Miền Trung,Chuột quang,1,208000,110000,208000,98000
9138,22/03/2023,3,Miền Bắc,Điện thoại,2,8000000,6000000,16000000,4000000
9139,26/12/2023,12,Miền Nam,Bàn phím,6,824000,500000,4944000,1944000
9140,10/03/2023,3,Miền Nam,Bàn phím,5,832000,500000,4160000,1660000
9141,24/11/2023,11,Miền Trung,Điện thoại,8,7840000,6600000,62720000,9920000
9142,19/07/2023,7,Miền Trung,Tai nghe,4,490000,275000,1960000,860000
9143,15/05/2023,5,Miền Bắc,Tai nghe,2,515000,250000,1030000,530000
9144,13/06/2023,6,Miền Trung,Điện thoại,2,7920000,6600000,15840000,2640000
9145,21/07/2023,7,Miền Bắc,Tai nghe,2,500000,250000,1000000,500000
9146,22/09/2023,9,Miền Trung,Điện thoại,3,7840000,6600000,23520000,3720000
9147,14/01/2023,1,Miền Bắc,Điện thoại,6,7920000,6000000,47520000,11520000
9148,15/01/2023,1,Miền Nam,Tai nghe,6,520000,250000,3120000,1620000
9149,26/07/2023,7,Miền Bắc,Chuột quang,1,208000,100000,208000,108000
9150,22/03/2023,3,Miền Trung,Laptop Dell,5,14400000,13200000,72000000,6000000
9151,06/01/2023,1,Miền Nam,Bàn phím,1,792000,500000,792000,292000
9152,14/01/2023,1,Miền Nam,Tai nghe,7,505000,250000,3535000,1785000
9153,27/04/2023,4,Miền Bắc,Điện thoại,5,8080000,6000000,40400000,10400000
9154,10/10/2023,10,Miền Bắc,Chuột quang,2,204000,100000,408000,208000
9155,01/04/2023,4,Miền Nam,Bàn phím,4,760000,500000,3040000,1040000
9156,24/09/2023,9,Miền Bắc,Bàn phím,5,832000,500000,4160000,1660000
9157,24/06/2023,6,Miền Trung,Điện thoại,4,7680000,6600000,30720000,4320000
9158,21/12/2023,12,Miền Nam,Laptop Dell,3,15450000,12000000,46350000,10350000
9159,28/08/2023,8,Miền Nam,Bàn phím,2,776000,500000,1552000,552000
9160,24/03/2023,3,Miền Trung,Bàn phím,5,832000,550000,4160000,1410000
9161,27/06/2023,6,Miền Bắc,Bàn phím,3,792000,500000,2376000,876000
9162,10/07/2023,7,Miền Nam,Laptop Dell,4,15000000,12000000,60000000,12000000
9163,16/02/2023,2,Miền Bắc,Laptop Dell,5,15150000,12000000,75750000,15750000
9164,24/03/2023,3,Miền Trung,Điện thoại,3,7760000,6600000,23280000,3480000
9165,21/05/2023,5,Miền Nam,Tai nghe,3,490000,250000,1470000,720000
9166,26/10/2023,10,Miền Trung,Điện thoại,2,7760000,6600000,15520000,2320000
9167,12/05/2023,5,Miền Trung,Chuột quang,2,192000,110000,384000,164000
9168,15/05/2023,5,Miền Nam,Laptop Dell,5,14400000,12000000,72000000,12000000
9169,07/03/2023,3,Miền Bắc,Bàn phím,1,760000,500000,760000,260000
9170,16/08/2023,8,Miền Nam,Laptop Dell,3,14400000,12000000,43200000,7200000
9171,20/04/2023,4,Miền Nam,Laptop Dell,1,14700000,12000000,14700000,2700000
9172,28/06/2023,6,Miền Nam,Điện thoại,4,7840000,6000000,31360000,7360000
9173,13/10/2023,10,Miền Nam,Chuột quang,1,194000,100000,194000,94000
9174,27/01/2023,1,Miền Trung,Điện thoại,1,8240000,6600000,8240000,1640000
9175,17/10/2023,10,Miền Bắc,Tai nghe,5,485000,250000,2425000,1175000
9176,16/10/2023,10,Miền Nam,Điện thoại,3,8080000,6000000,24240000,6240000
9177,16/04/2023,4,Miền Bắc,Laptop Dell,3,14850000,12000000,44550000,8550000
9178,09/11/2023,11,Miền Trung,Chuột quang,1,196000,110000,196000,86000
9179,05/02/2023,2,Miền Bắc,Điện thoại,7,7920000,6000000,55440000,13440000
9180,24/01/2023,1,Miền Trung,Laptop Dell,8,14550000,13200000,116400000,10800000
9181,24/01/2023,1,Miền Trung,Laptop Dell,3,14400000,13200000,43200000,3600000
9182,15/02/2023,2,Miền Nam,Chuột quang,3,206000,100000,618000,318000
9183,17/01/2023,1,Miền Nam,Laptop Dell,9,14700000,12000000,132300000,24300000
9184,19/07/2023,7,Miền Trung,Bàn phím,1,784000,550000,784000,234000
9185,25/09/2023,9,Miền Bắc,Điện thoại,2,8160000,6000000,16320000,4320000
9186,27/08/2023,8,Miền Trung,Laptop Dell,2,14850000,13200000,29700000,3300000
9187,25/03/2023,3,Miền Trung,Chuột quang,1,194000,110000,194000,84000
9188,22/04/2023,4,Miền Trung,Điện thoại,2,7680000,6600000,15360000,2160000
9189,27/06/2023,6,Miền Trung,Laptop Dell,3,14850000,13200000,44550000,4950000
9190,11/04/2023,4,Miền Trung,Laptop Dell,2,15450000,13200000,30900000,4500000
9191,16/06/2023,6,Miền Trung,Điện thoại,4,7760000,6600000,31040000,4640000
9192,20/07/2023,7,Miền Bắc,Chuột quang,1,194000,100000,194000,94000
9193,22/02/2023,2,Miền Trung,Bàn phím,9,832000,550000,7488000,2538000
9194,16/05/2023,5,Miền Trung,Laptop Dell,4,15000000,13200000,60000000,7200000
9195,05/01/2023,1,Miền Bắc,Tai nghe,3,505000,250000,1515000,765000
9196,17/05/2023,5,Miền Nam,Điện thoại,4,8080000,6000000,32320000,8320000
9197,27/11/2023,11,Miền Nam,Tai nghe,7,515000,250000,3605000,1855000
9198,04/01/2023,1,Miền Trung,Laptop Dell,3,14250000,13200000,42750000,3150000
9199,20/01/2023,1,Miền Bắc,Bàn phím,9,760000,500000,6840000,2340000
9200,05/06/2023,6,Miền Nam,Laptop Dell,1,14250000,12000000,14250000,2250000
9201,12/06/2023,6,Miền Nam,Điện thoại,2,8160000,6000000,16320000,4320000
9202,08/09/2023,9,Miền Trung,Điện thoại,3,8320000,6600000,24960000,5160000
9203,04/12/2023,12,Miền Bắc,Điện thoại,3,8000000,6000000,24000000,6000000
9204,13/07/2023,7,Miền Nam,Điện thoại,2,8240000,6000000,16480000,4480000
9205,23/05/2023,5,Miền Trung,Laptop Dell,4,14850000,13200000,59400000,6600000
9206,28/11/2023,11,Miền Trung,Chuột quang,7,196000,110000,1372000,602000
9207,04/07/2023,7,Miền Trung,Bàn phím,2,760000,550000,1520000,420000
9208,28/07/2023,7,Miền Trung,Chuột quang,4,206000,110000,824000,384000
9209,10/04/2023,4,Miền Bắc,Laptop Dell,5,14250000,12000000,71250000,11250000
9210,21/07/2023,7,Miền Trung,Bàn phím,3,824000,550000,2472000,822000
9211,09/05/2023,5,Miền Bắc,Bàn phím,1,800000,500000,800000,300000
9212,03/08/2023,8,Miền Bắc,Bàn phím,1,816000,500000,816000,316000
9213,12/10/2023,10,Miền Trung,Laptop Dell,3,14700000,13200000,44100000,4500000
9214,01/03/2023,3,Miền Bắc,Tai nghe,1,500000,250000,500000,250000
9215,11/04/2023,4,Miền Bắc,Điện thoại,4,7600000,6000000,30400000,6400000
9216,19/12/2023,12,Miền Nam,Chuột quang,8,204000,100000,1632000,832000
9217,07/12/2023,12,Miền Bắc,Laptop Dell,1,15600000,12000000,15600000,3600000
9218,28/02/2023,2,Miền Bắc,Chuột quang,6,190000,100000,1140000,540000
9219,08/06/2023,6,Miền Nam,Chuột quang,2,196000,100000,392000,192000
9220,20/08/2023,8,Miền Nam,Laptop Dell,2,15300000,12000000,30600000,6600000
9221,25/05/2023,5,Miền Nam,Điện thoại,1,7920000,6000000,7920000,1920000
9222,22/07/2023,7,Miền Nam,Chuột quang,4,198000,100000,792000,392000
9223,17/04/2023,4,Miền Nam,Điện thoại,1,7680000,6000000,7680000,1680000
9224,06/07/2023,7,Miền Trung,Laptop Dell,1,14400000,13200000,14400000,1200000
9225,25/04/2023,4,Miền Bắc,Tai nghe,5,515000,250000,2575000,1325000
9226,15/09/2023,9,Miền Trung,Tai nghe,4,495000,275000,1980000,880000
9227,13/11/2023,11,Miền Trung,Laptop Dell,9,14250000,13200000,128250000,9450000
9228,26/11/2023,11,Miền Trung,Bàn phím,1,816000,550000,816000,266000
9229,27/08/2023,8,Miền Trung,Điện thoại,5,8320000,6600000,41600000,8600000
9230,03/09/2023,9,Miền Trung,Laptop Dell,3,14550000,13200000,43650000,4050000
9231,27/12/2023,12,Miền Trung,Tai nghe,3,505000,275000,1515000,690000
9232,26/05/2023,5,Miền Nam,Tai nghe,5,475000,250000,2375000,1125000
9233,22/06/2023,6,Miền Nam,Điện thoại,3,8000000,6000000,24000000,6000000
9234,15/11/2023,11,Miền Trung,Chuột quang,6,190000,110000,1140000,480000
9235,03/05/2023,5,Miền Trung,Chuột quang,3,202000,110000,606000,276000
9236,21/06/2023,6,Miền Nam,Tai nghe,2,490000,250000,980000,480000
9237,20/11/2023,11,Miền Trung,Điện thoại,5,8320000,6600000,41600000,8600000
9238,19/05/2023,5,Miền Bắc,Laptop Dell,5,14850000,12000000,74250000,14250000
9239,01/07/2023,7,Miền Trung,Điện thoại,2,8240000,6600000,16480000,3280000
9240,26/05/2023,5,Miền Nam,Tai nghe,2,495000,250000,990000,490000
9241,19/10/2023,10,Miền Nam,Laptop Dell,1,14850000,12000000,14850000,2850000
9242,18/09/2023,9,Miền Bắc,Tai nghe,1,480000,250000,480000,230000
9243,13/03/2023,3,Miền Bắc,Bàn phím,3,760000,500000,2280000,780000
9244,22/07/2023,7,Miền Nam,Laptop Dell,3,15450000,12000000,46350000,10350000
9245,26/04/2023,4,Miền Trung,Điện thoại,5,8080000,6600000,40400000,7400000
9246,26/09/2023,9,Miền Trung,Chuột quang,4,200000,110000,800000,360000
9247,13/04/2023,4,Miền Trung,Bàn phím,2,768000,550000,1536000,436000
9248,07/04/2023,4,Miền Nam,Điện thoại,1,7680000,6000000,7680000,1680000
9249,11/11/2023,11,Miền Nam,Chuột quang,3,204000,100000,612000,312000
9250,16/09/2023,9,Miền Bắc,Tai nghe,5,500000,250000,2500000,1250000
9251,12/07/2023,7,Miền Trung,Tai nghe,1,500000,275000,500000,225000
9252,19/11/2023,11,Miền Nam,Điện thoại,9,7680000,6000000,69120000,15120000
9253,07/09/2023,9,Miền Trung,Chuột quang,4,194000,110000,776000,336000
9254,23/05/2023,5,Miền Bắc,Chuột quang,1,194000,100000,194000,94000
9255,07/01/2023,1,Miền Nam,Laptop Dell,6,14850000,12000000,89100000,17100000
9256,26/08/2023,8,Miền Nam,Bàn phím,4,760000,500000,3040000,1040000
9257,02/06/2023,6,Miền Bắc,Điện thoại,2,7680000,6000000,15360000,3360000
9258,15/11/2023,11,Miền Trung,Bàn phím,7,832000,550000,5824000,1974000
9259,10/11/2023,11,Miền Nam,Tai nghe,1,515000,250000,515000,265000
9260,12/01/2023,1,Miền Trung,Bàn phím,3,832000,550000,2496000,846000
9261,25/02/2023,2,Miền Bắc,Tai nghe,1,490000,250000,490000,240000
9262,10/11/2023,11,Miền Trung,Điện thoại,7,7840000,6600000,54880000,8680000
9263,05/03/2023,3,Miền Bắc,Laptop Dell,2,15600000,12000000,31200000,7200000
9264,23/11/2023,11,Miền Nam,Laptop Dell,3,14700000,12000000,44100000,8100000
9265,12/03/2023,3,Miền Nam,Chuột quang,3,202000,100000,606000,306000
9266,09/08/2023,8,Miền Bắc,Laptop Dell,2,15300000,12000000,30600000,6600000
9267,23/11/2023,11,Miền Bắc,Chuột quang,3,202000,100000,606000,306000
9268,23/10/2023,10,Miền Trung,Chuột quang,2,198000,110000,396000,176000
9269,17/06/2023,6,Miền Nam,Chuột quang,4,194000,100000,776000,376000
9270,01/01/2023,1,Miền Nam,Chuột quang,3,196000,100000,588000,288000
9271,11/03/2023,3,Miền Bắc,Tai nghe,2,505000,250000,1010000,510000
9272,10/08/2023,8,Miền Nam,Laptop Dell,2,15000000,12000000,30000000,6000000
9273,22/04/2023,4,Miền Trung,Bàn phím,5,832000,550000,4160000,1410000
9274,03/06/2023,6,Miền Bắc,Bàn phím,1,792000,500000,792000,292000
9275,01/11/2023,11,Miền Bắc,Bàn phím,9,800000,500000,7200000,2700000
9276,13/05/2023,5,Miền Bắc,Chuột quang,2,208000,100000,416000,216000
9277,14/01/2023,1,Miền Nam,Laptop Dell,8,15600000,12000000,124800000,28800000
9278,08/04/2023,4,Miền Bắc,Tai nghe,2,520000,250000,1040000,540000
9279,26/09/2023,9,Miền Bắc,Điện thoại,1,8160000,6000000,8160000,2160000
9280,23/06/2023,6,Miền Bắc,Chuột quang,4,196000,100000,784000,384000
9281,15/04/2023,4,Miền Bắc,Chuột quang,4,190000,100000,760000,360000
9282,15/04/2023,4,Miền Bắc,Chuột quang,3,204000,100000,612000,312000
9283,03/12/2023,12,Miền Nam,Laptop Dell,5,14550000,12000000,72750000,12750000
9284,06/03/2023,3,Miền Trung,Chuột quang,3,196000,110000,588000,258000
9285,21/05/2023,5,Miền Bắc,Bàn phím,1,768000,500000,768000,268000
9286,07/06/2023,6,Miền Nam,Chuột quang,1,202000,100000,202000,102000
9287,03/01/2023,1,Miền Nam,Tai nghe,8,480000,250000,3840000,1840000
9288,04/02/2023,2,Miền Nam,Điện thoại,6,8080000,6000000,48480000,12480000
9289,06/02/2023,2,Miền Nam,Tai nghe,7,495000,250000,3465000,1715000
9290,05/04/2023,4,Miền Bắc,Bàn phím,5,792000,500000,3960000,1460000
9291,07/06/2023,6,Miền Nam,Chuột quang,2,202000,100000,404000,204000
9292,27/07/2023,7,Miền Trung,Bàn phím,2,832000,550000,1664000,564000
9293,09/11/2023,11,Miền Trung,Điện thoại,1,7920000,6600000,7920000,1320000
9294,20/09/2023,9,Miền Bắc,Laptop Dell,3,14700000,12000000,44100000,8100000
9295,03/01/2023,1,Miền Trung,Điện thoại,7,8240000,6600000,57680000,11480000
9296,19/08/2023,8,Miền Trung,Bàn phím,4,816000,550000,3264000,1064000
9297,24/05/2023,5,Miền Nam,Tai nghe,5,500000,250000,2500000,1250000
9298,15/10/2023,10,Miền Nam,Laptop Dell,1,15000000,12000000,15000000,3000000
9299,18/05/2023,5,Miền Bắc,Điện thoại,3,7760000,6000000,23280000,5280000
9300,03/09/2023,9,Miền Nam,Chuột quang,3,190000,100000,570000,270000
9301,02/09/2023,9,Miền Nam,Bàn phím,1,768000,500000,768000,268000
9302,16/09/2023,9,Miền Bắc,Tai nghe,2,490000,250000,980000,480000
9303,26/03/2023,3,Miền Trung,Chuột quang,1,200000,110000,200000,90000
9304,15/11/2023,11,Miền Trung,Bàn phím,4,816000,550000,3264000,1064000
